shot_distance,minutes_remaining,shot_type,game_date,matchup,opponent,action_type,shot_zone_area,period,shot_made_flag
16,7.23,2,2011-01-16,Visitante,LAC,Jump Shot,Center,3,0.0
12,7.14,2,2011-01-16,Visitante,LAC,Turnaround Fadeaway shot,Center,3,1.0
9,6.43,2,2011-01-16,Visitante,LAC,Fadeaway Jump Shot,Center,3,1.0
10,5.12,2,2011-01-16,Visitante,LAC,Fadeaway Jump Shot,Right Side,3,0.0
26,3.5,3,2011-01-16,Visitante,LAC,Jump Shot,Right Side Center,3,0.0
26,2.35,3,2011-01-16,Visitante,LAC,Jump Shot,Left Side Center,3,0.0
17,1.47,2,2011-01-16,Visitante,LAC,Fadeaway Jump Shot,Left Side Center,3,1.0
24,1.17,3,2011-01-16,Visitante,LAC,Jump Shot,Left Side Center,3,0.0
8,0.16,2,2011-01-16,Visitante,LAC,Jump Shot,Center,3,0.0
21,0.9,2,2011-01-16,Visitante,LAC,Jump Shot,Center,3,0.0
28,1.5,3,2011-01-16,Visitante,LAC,Jump Shot,Left Side Center,4,0.0
23,0.5,3,2011-01-16,Visitante,LAC,Jump Shot,Left Side,4,0.0
3,2.17,2,2011-01-17,Casa,OKC,Jump Shot,Center,1,0.0
20,5.14,2,2011-01-17,Casa,OKC,Jump Shot,Center,2,1.0
8,3.41,2,2011-01-17,Casa,OKC,Jump Shot,Center,2,0.0
2,3.4,2,2011-01-17,Casa,OKC,Layup Shot,Center,2,0.0
2,1.27,2,2011-01-17,Casa,OKC,Driving Dunk Shot,Center,2,1.0
2,0.22,2,2011-01-17,Casa,OKC,Layup Shot,Center,2,0.0
26,8.16,3,2011-01-17,Casa,OKC,Jump Shot,Center,3,1.0
6,7.35,2,2011-01-17,Casa,OKC,Jump Shot,Center,3,0.0
10,7.5,2,2011-01-17,Casa,OKC,Turnaround Fadeaway shot,Right Side,3,0.0
12,5.2,2,2011-01-17,Casa,OKC,Turnaround Fadeaway shot,Left Side,3,0.0
16,6.28,2,2011-01-17,Casa,OKC,Jump Shot,Center,4,1.0
21,3.11,2,2011-01-17,Casa,OKC,Jump Shot,Center,4,0.0
3,8.32,2,2011-01-19,Visitante,DAL,Turnaround Jump Shot,Center,1,0.0
12,8.7,2,2011-01-19,Visitante,DAL,Jump Shot,Left Side,1,1.0
14,0.57,2,2011-01-19,Visitante,DAL,Pullup Jump shot,Right Side,1,1.0
13,0.36,2,2011-01-19,Visitante,DAL,Jump Shot,Center,1,0.0
14,4.18,2,2011-01-19,Visitante,DAL,Jump Shot,Center,2,0.0
22,3.37,2,2011-01-19,Visitante,DAL,Jump Shot,Right Side Center,2,0.0
24,2.11,3,2011-01-19,Visitante,DAL,Jump Shot,Left Side Center,2,0.0
28,9.5,3,2011-01-19,Visitante,DAL,Jump Shot,Center,3,0.0
1,7.27,2,2011-01-19,Visitante,DAL,Driving Layup Shot,Center,3,1.0
16,6.47,2,2011-01-19,Visitante,DAL,Jump Shot,Center,3,0.0
13,5.33,2,2011-01-19,Visitante,DAL,Turnaround Fadeaway shot,Center,3,0.0
10,5.13,2,2011-01-19,Visitante,DAL,Jump Shot,Right Side,3,1.0
21,8.43,2,2011-01-19,Visitante,DAL,Jump Shot,Left Side Center,4,1.0
20,7.46,2,2011-01-19,Visitante,DAL,Jump Shot,Right Side Center,4,1.0
9,7.5,2,2011-01-19,Visitante,DAL,Jump Shot,Center,4,0.0
22,2.52,2,2011-01-19,Visitante,DAL,Jump Shot,Center,4,0.0
12,1.35,2,2011-01-19,Visitante,DAL,Jump Bank Shot,Left Side,4,1.0
7,0.38,2,2011-01-19,Visitante,DAL,Running Hook Shot,Center,4,1.0
16,9.7,2,2011-01-21,Visitante,DEN,Jump Shot,Left Side,1,0.0
8,7.16,2,2011-01-21,Visitante,DEN,Jump Bank Shot,Left Side,1,0.0
8,3.9,2,2011-01-21,Visitante,DEN,Turnaround Jump Shot,Left Side,1,1.0
1,2.27,2,2011-01-21,Visitante,DEN,Driving Layup Shot,Center,2,1.0
18,11.27,2,2011-01-21,Visitante,DEN,Jump Shot,Right Side Center,3,1.0
1,8.15,2,2011-01-21,Visitante,DEN,Dunk Shot,Center,3,1.0
23,6.54,3,2011-01-21,Visitante,DEN,Jump Shot,Left Side,3,0.0
11,6.31,2,2011-01-21,Visitante,DEN,Turnaround Bank shot,Left Side,3,1.0
11,5.11,2,2011-01-21,Visitante,DEN,Turnaround Fadeaway shot,Right Side,3,1.0
14,4.42,2,2011-01-21,Visitante,DEN,Jump Shot,Left Side,3,0.0
24,4.17,3,2011-01-21,Visitante,DEN,Jump Shot,Center,3,0.0
17,2.48,2,2011-01-21,Visitante,DEN,Fadeaway Jump Shot,Left Side,3,1.0
19,2.3,2,2011-01-21,Visitante,DEN,Jump Shot,Center,3,0.0
12,1.0,2,2011-01-21,Visitante,DEN,Turnaround Bank shot,Left Side,3,0.0
20,3.51,2,2011-01-21,Visitante,DEN,Jump Shot,Center,4,0.0
7,9.28,2,2011-01-25,Casa,UTA,Turnaround Bank shot,Center,1,1.0
19,7.24,2,2011-01-25,Casa,UTA,Jump Shot,Right Side,1,1.0
2,3.36,2,2011-01-25,Casa,UTA,Driving Dunk Shot,Center,1,1.0
17,2.6,2,2011-01-25,Casa,UTA,Jump Shot,Left Side,1,0.0
14,4.49,2,2011-01-25,Casa,UTA,Turnaround Fadeaway shot,Left Side,2,1.0
28,2.42,3,2011-01-25,Casa,UTA,Jump Shot,Center,2,0.0
8,2.22,2,2011-01-25,Casa,UTA,Jump Shot,Left Side,2,0.0
2,2.1,2,2011-01-25,Casa,UTA,Driving Layup Shot,Center,2,0.0
7,10.11,2,2011-01-25,Casa,UTA,Jump Shot,Center,3,1.0
27,7.4,3,2011-01-25,Casa,UTA,Jump Shot,Right Side Center,3,0.0
12,6.19,2,2011-01-25,Casa,UTA,Turnaround Fadeaway shot,Left Side,3,1.0
20,9.53,2,2011-01-28,Casa,SAC,Jump Shot,Right Side Center,1,1.0
3,9.35,2,2011-01-28,Casa,SAC,Jump Shot,Center,1,0.0
23,9.1,3,2011-01-28,Casa,SAC,Jump Shot,Left Side,1,1.0
6,8.5,2,2011-01-28,Casa,SAC,Jump Shot,Center,1,0.0
14,3.47,2,2011-01-28,Casa,SAC,Jump Shot,Right Side,1,1.0
3,3.29,2,2011-01-28,Casa,SAC,Driving Dunk Shot,Center,1,1.0
8,2.24,2,2011-01-28,Casa,SAC,Jump Shot,Left Side,1,1.0
12,2.2,2,2011-01-28,Casa,SAC,Turnaround Fadeaway shot,Right Side,1,1.0
25,1.26,3,2011-01-28,Casa,SAC,Jump Shot,Left Side Center,1,0.0
14,0.32,2,2011-01-28,Casa,SAC,Fadeaway Jump Shot,Left Side,1,1.0
1,0.4,2,2011-01-28,Casa,SAC,Driving Slam Dunk Shot,Center,1,1.0
26,4.0,3,2011-01-28,Casa,SAC,Jump Shot,Right Side Center,2,0.0
14,0.48,2,2011-01-28,Casa,SAC,Jump Shot,Left Side,2,1.0
25,0.27,3,2011-01-28,Casa,SAC,Jump Shot,Left Side Center,2,0.0
8,9.26,2,2011-01-28,Casa,SAC,Jump Shot,Left Side,3,0.0
15,3.19,2,2011-01-28,Casa,SAC,Jump Shot,Left Side,3,0.0
19,11.44,2,2011-01-28,Casa,SAC,Jump Shot,Center,4,0.0
9,10.26,2,2011-01-28,Casa,SAC,Fadeaway Jump Shot,Right Side,4,0.0
10,9.25,2,2011-01-28,Casa,SAC,Jump Shot,Left Side,4,0.0
17,4.4,2,2011-01-28,Casa,SAC,Jump Shot,Left Side Center,4,0.0
2,3.49,2,2011-01-28,Casa,SAC,Driving Slam Dunk Shot,Center,4,1.0
10,1.53,2,2011-01-28,Casa,SAC,Jump Shot,Left Side,4,0.0
24,1.13,3,2011-01-28,Casa,SAC,Jump Shot,Left Side,4,0.0
7,0.49,2,2011-01-28,Casa,SAC,Jump Shot,Center,4,1.0
25,0.2,3,2011-01-28,Casa,SAC,Jump Shot,Right Side Center,4,0.0
24,0.8,3,2011-01-28,Casa,SAC,Jump Shot,Left Side,4,0.0
26,0.2,3,2011-01-28,Casa,SAC,Jump Shot,Right Side Center,4,0.0
3,7.38,2,2011-01-30,Casa,BOS,Floating Jump shot,Center,1,1.0
21,7.1,2,2011-01-30,Casa,BOS,Jump Shot,Left Side Center,1,1.0
15,6.5,2,2011-01-30,Casa,BOS,Jump Shot,Right Side,1,0.0
12,6.4,2,2011-01-30,Casa,BOS,Jump Bank Shot,Right Side,2,1.0
18,5.39,2,2011-01-30,Casa,BOS,Jump Shot,Right Side Center,2,0.0
1,4.44,2,2011-01-30,Casa,BOS,Layup Shot,Center,2,1.0
8,3.29,2,2011-01-30,Casa,BOS,Jump Shot,Center,2,1.0
25,2.41,3,2011-01-30,Casa,BOS,Jump Shot,Right Side Center,2,0.0
8,2.1,2,2011-01-30,Casa,BOS,Fadeaway Jump Shot,Left Side,2,1.0
5,1.3,2,2011-01-30,Casa,BOS,Running Jump Shot,Center,2,1.0
2,0.45,2,2011-01-30,Casa,BOS,Reverse Layup Shot,Center,2,0.0
24,11.28,3,2011-01-30,Casa,BOS,Jump Shot,Right Side,3,1.0
15,10.23,2,2011-01-30,Casa,BOS,Jump Shot,Right Side,3,0.0
17,7.43,2,2011-01-30,Casa,BOS,Jump Bank Shot,Left Side Center,3,0.0
26,2.5,3,2011-01-30,Casa,BOS,Jump Shot,Left Side Center,3,0.0
25,1.58,3,2011-01-30,Casa,BOS,Jump Shot,Left Side Center,3,0.0
15,0.59,2,2011-01-30,Casa,BOS,Fadeaway Jump Shot,Left Side,3,1.0
14,0.29,2,2011-01-30,Casa,BOS,Jump Shot,Center,3,0.0
15,11.2,2,2011-01-30,Casa,BOS,Jump Shot,Left Side,4,0.0
8,6.58,2,2011-01-30,Casa,BOS,Turnaround Jump Shot,Center,4,1.0
25,6.12,3,2011-01-30,Casa,BOS,Jump Shot,Left Side Center,4,0.0
3,5.5,2,2011-01-30,Casa,BOS,Running Jump Shot,Center,4,1.0
3,5.2,2,2011-01-30,Casa,BOS,Layup Shot,Center,4,1.0
18,4.41,2,2011-01-30,Casa,BOS,Jump Shot,Right Side Center,4,0.0
8,4.9,2,2011-01-30,Casa,BOS,Pullup Bank shot,Right Side,4,0.0
15,3.48,2,2011-01-30,Casa,BOS,Jump Shot,Center,4,1.0
21,3.2,2,2011-01-30,Casa,BOS,Jump Shot,Right Side Center,4,0.0
12,2.25,2,2011-01-30,Casa,BOS,Jump Shot,Center,4,1.0
4,1.46,2,2011-01-30,Casa,BOS,Jump Shot,Center,4,0.0
4,8.31,2,2011-02-01,Casa,HOU,Jump Shot,Center,1,0.0
9,5.48,2,2011-02-01,Casa,HOU,Jump Shot,Center,1,0.0
14,3.26,2,2011-02-01,Casa,HOU,Jump Shot,Center,1,0.0
4,7.53,2,2011-02-01,Casa,HOU,Floating Jump shot,Center,2,1.0
7,7.22,2,2011-02-01,Casa,HOU,Turnaround Jump Shot,Center,2,1.0
5,6.55,2,2011-02-01,Casa,HOU,Jump Shot,Center,2,0.0
8,2.1,2,2011-02-01,Casa,HOU,Fadeaway Jump Shot,Right Side,2,1.0
25,1.41,3,2011-02-01,Casa,HOU,Jump Shot,Left Side Center,2,0.0
28,0.0,3,2011-02-01,Casa,HOU,Jump Shot,Left Side Center,2,0.0
10,10.16,2,2011-02-01,Casa,HOU,Turnaround Fadeaway shot,Center,3,1.0
21,6.43,2,2011-02-01,Casa,HOU,Jump Shot,Center,3,0.0
10,6.7,2,2011-02-01,Casa,HOU,Running Jump Shot,Center,3,1.0
2,4.26,2,2011-02-01,Casa,HOU,Layup Shot,Center,3,1.0
1,2.34,2,2011-02-01,Casa,HOU,Driving Layup Shot,Center,3,1.0
5,0.1,2,2011-02-01,Casa,HOU,Running Jump Shot,Center,3,0.0
24,5.56,3,2011-02-01,Casa,HOU,Jump Shot,Left Side Center,4,0.0
17,5.17,2,2011-02-01,Casa,HOU,Jump Shot,Center,4,1.0
2,4.7,2,2011-02-01,Casa,HOU,Layup Shot,Center,4,1.0
16,3.31,2,2011-02-01,Casa,HOU,Step Back Jump shot,Right Side Center,4,0.0
2,2.34,2,2011-02-01,Casa,HOU,Driving Layup Shot,Center,4,0.0
19,0.35,2,2011-02-01,Casa,HOU,Jump Shot,Right Side Center,4,0.0
17,0.12,2,2011-02-01,Casa,HOU,Jump Shot,Right Side,4,0.0
6,4.32,2,2011-02-01,Casa,HOU,Running Jump Shot,Center,5,1.0
11,3.6,2,2011-02-01,Casa,HOU,Turnaround Fadeaway shot,Left Side,5,0.0
4,0.38,2,2011-02-01,Casa,HOU,Driving Layup Shot,Center,5,1.0
15,10.19,2,2011-02-03,Casa,SAS,Pullup Jump shot,Left Side,1,0.0
9,7.27,2,2011-02-03,Casa,SAS,Jump Bank Shot,Left Side,1,0.0
14,5.36,2,2011-02-03,Casa,SAS,Jump Shot,Right Side,1,0.0
18,3.46,2,2011-02-03,Casa,SAS,Jump Shot,Right Side,1,0.0
25,3.21,3,2011-02-03,Casa,SAS,Jump Shot,Left Side Center,2,0.0
20,0.34,2,2011-02-03,Casa,SAS,Jump Shot,Right Side Center,2,0.0
18,11.28,2,2011-02-03,Casa,SAS,Jump Shot,Right Side Center,3,0.0
8,11.17,2,2011-02-03,Casa,SAS,Jump Shot,Left Side,3,0.0
2,10.18,2,2011-02-03,Casa,SAS,Driving Slam Dunk Shot,Center,3,1.0
16,9.47,2,2011-02-03,Casa,SAS,Jump Shot,Right Side Center,3,0.0
14,5.33,2,2011-02-03,Casa,SAS,Pullup Jump shot,Right Side,3,1.0
17,4.35,2,2011-02-03,Casa,SAS,Fadeaway Jump Shot,Right Side Center,3,1.0
25,3.45,3,2011-02-03,Casa,SAS,Jump Shot,Right Side Center,3,0.0
14,6.9,2,2011-02-03,Casa,SAS,Jump Shot,Right Side,4,1.0
19,5.42,2,2011-02-03,Casa,SAS,Jump Shot,Center,4,0.0
13,3.59,2,2011-02-03,Casa,SAS,Jump Shot,Left Side,4,0.0
0,3.48,2,2011-02-03,Casa,SAS,Layup Shot,Center,4,0.0
24,1.41,3,2011-02-03,Casa,SAS,Jump Shot,Left Side Center,4,0.0
19,9.51,2,2011-02-05,Visitante,NOH,Jump Shot,Right Side,1,1.0
18,9.0,2,2011-02-05,Visitante,NOH,Pullup Jump shot,Right Side Center,1,1.0
14,8.34,2,2011-02-05,Visitante,NOH,Jump Shot,Center,1,0.0
1,7.2,2,2011-02-05,Visitante,NOH,Putback Layup Shot,Center,1,1.0
8,2.47,2,2011-02-05,Visitante,NOH,Jump Shot,Right Side,1,0.0
17,11.11,2,2011-02-05,Visitante,NOH,Fadeaway Jump Shot,Right Side,2,0.0
14,7.16,2,2011-02-05,Visitante,NOH,Turnaround Bank shot,Left Side,2,0.0
25,6.27,3,2011-02-05,Visitante,NOH,Jump Shot,Center,2,1.0
25,2.28,3,2011-02-05,Visitante,NOH,Jump Shot,Right Side Center,2,0.0
20,8.15,2,2011-02-05,Visitante,NOH,Jump Shot,Right Side Center,3,0.0
18,5.36,2,2011-02-05,Visitante,NOH,Turnaround Bank shot,Left Side Center,3,1.0
18,4.52,2,2011-02-05,Visitante,NOH,Jump Shot,Left Side Center,3,0.0
25,1.2,3,2011-02-05,Visitante,NOH,Jump Shot,Right Side Center,3,1.0
25,0.5,3,2011-02-05,Visitante,NOH,Jump Shot,Left Side Center,3,0.0
9,11.8,2,2011-02-05,Visitante,NOH,Jump Shot,Center,4,0.0
9,11.3,2,2011-02-05,Visitante,NOH,Jump Bank Shot,Right Side,4,0.0
6,9.1,2,2011-02-05,Visitante,NOH,Floating Jump shot,Center,4,1.0
12,6.12,2,2011-02-05,Visitante,NOH,Jump Shot,Right Side,4,0.0
20,4.25,2,2011-02-05,Visitante,NOH,Jump Shot,Center,4,0.0
28,3.2,3,2011-02-05,Visitante,NOH,Jump Shot,Center,4,1.0
16,2.51,2,2011-02-05,Visitante,NOH,Jump Shot,Right Side Center,4,0.0
10,1.52,2,2011-02-05,Visitante,NOH,Running Bank shot,Left Side,4,0.0
18,11.15,2,2011-02-07,Visitante,MEM,Pullup Jump shot,Left Side Center,1,0.0
3,6.38,2,2011-02-07,Visitante,MEM,Turnaround Jump Shot,Center,1,1.0
0,3.58,2,2011-02-07,Visitante,MEM,Driving Layup Shot,Center,1,0.0
17,2.41,2,2011-02-07,Visitante,MEM,Jump Shot,Right Side,1,0.0
21,6.45,2,2011-02-07,Visitante,MEM,Jump Shot,Right Side Center,2,1.0
16,6.3,2,2011-02-07,Visitante,MEM,Jump Shot,Center,2,0.0
2,5.2,2,2011-02-07,Visitante,MEM,Driving Layup Shot,Center,2,0.0
1,5.5,2,2011-02-07,Visitante,MEM,Layup Shot,Center,2,1.0
2,3.17,2,2011-02-07,Visitante,MEM,Layup Shot,Center,2,0.0
0,3.13,2,2011-02-07,Visitante,MEM,Layup Shot,Center,2,1.0
12,11.21,2,2011-02-07,Visitante,MEM,Turnaround Fadeaway shot,Center,3,0.0
0,8.53,2,2011-02-07,Visitante,MEM,Running Layup Shot,Center,3,0.0
20,8.29,2,2011-02-07,Visitante,MEM,Jump Shot,Right Side,3,0.0
17,9.3,2,2011-02-07,Visitante,MEM,Pullup Jump shot,Right Side Center,4,0.0
0,5.52,2,2011-02-07,Visitante,MEM,Layup Shot,Center,4,0.0
26,5.6,3,2011-02-07,Visitante,MEM,Jump Shot,Right Side Center,4,0.0
3,1.32,2,2011-02-07,Visitante,MEM,Driving Jump shot,Center,4,0.0
5,11.18,2,2011-02-10,Visitante,BOS,Jump Shot,Center,1,0.0
2,0.24,2,2011-02-10,Visitante,BOS,Layup Shot,Center,1,1.0
19,4.45,2,2011-02-10,Visitante,BOS,Jump Shot,Left Side Center,2,0.0
6,11.19,2,2011-02-10,Visitante,BOS,Running Jump Shot,Center,3,1.0
1,10.5,2,2011-02-10,Visitante,BOS,Layup Shot,Center,3,0.0
20,9.35,2,2011-02-10,Visitante,BOS,Jump Shot,Right Side Center,3,0.0
12,6.33,2,2011-02-10,Visitante,BOS,Turnaround Fadeaway shot,Left Side,3,1.0
18,4.4,2,2011-02-10,Visitante,BOS,Jump Shot,Left Side Center,3,0.0
6,4.12,2,2011-02-10,Visitante,BOS,Jump Bank Shot,Center,3,1.0
10,3.46,2,2011-02-10,Visitante,BOS,Fadeaway Jump Shot,Center,3,0.0
17,2.58,2,2011-02-10,Visitante,BOS,Turnaround Jump Shot,Left Side Center,3,0.0
19,4.49,2,2011-02-10,Visitante,BOS,Turnaround Fadeaway shot,Left Side Center,4,0.0
20,3.47,2,2011-02-10,Visitante,BOS,Jump Shot,Left Side Center,4,1.0
1,3.11,2,2011-02-10,Visitante,BOS,Layup Shot,Center,4,1.0
10,2.33,2,2011-02-10,Visitante,BOS,Jump Shot,Left Side,4,0.0
24,1.13,3,2011-02-10,Visitante,BOS,Jump Shot,Right Side Center,4,0.0
12,0.48,2,2011-02-10,Visitante,BOS,Step Back Jump shot,Left Side,4,1.0
24,7.42,3,2011-02-11,Visitante,NYK,Jump Shot,Right Side Center,1,1.0
25,4.53,3,2011-02-11,Visitante,NYK,Jump Shot,Right Side Center,1,0.0
25,4.5,3,2011-02-11,Visitante,NYK,Jump Shot,Center,1,1.0
22,3.42,2,2011-02-11,Visitante,NYK,Jump Shot,Left Side,1,1.0
23,2.42,3,2011-02-11,Visitante,NYK,Jump Shot,Right Side,1,0.0
16,2.35,2,2011-02-11,Visitante,NYK,Jump Shot,Left Side Center,1,1.0
1,1.35,2,2011-02-11,Visitante,NYK,Layup Shot,Center,1,0.0
11,1.31,2,2011-02-11,Visitante,NYK,Fadeaway Jump Shot,Left Side,1,1.0
19,0.0,2,2011-02-11,Visitante,NYK,Jump Shot,Center,1,1.0
22,4.32,2,2011-02-11,Visitante,NYK,Jump Shot,Right Side,2,1.0
24,3.48,3,2011-02-11,Visitante,NYK,Jump Shot,Right Side Center,2,0.0
25,0.55,3,2011-02-11,Visitante,NYK,Jump Shot,Left Side Center,2,0.0
16,8.1,2,2011-02-11,Visitante,NYK,Jump Shot,Right Side Center,3,1.0
8,4.55,2,2011-02-11,Visitante,NYK,Turnaround Jump Shot,Right Side,3,1.0
25,4.1,3,2011-02-11,Visitante,NYK,Jump Shot,Right Side Center,3,0.0
17,3.21,2,2011-02-11,Visitante,NYK,Jump Shot,Left Side,3,0.0
3,1.1,2,2011-02-11,Visitante,NYK,Running Hook Shot,Center,3,1.0
24,10.3,3,2011-02-13,Visitante,ORL,Jump Shot,Right Side,1,1.0
2,8.24,2,2011-02-13,Visitante,ORL,Alley Oop Layup shot,Center,1,0.0
23,8.16,3,2011-02-13,Visitante,ORL,Jump Shot,Right Side,1,0.0
11,2.57,2,2011-02-13,Visitante,ORL,Jump Shot,Right Side,1,0.0
8,2.21,2,2011-02-13,Visitante,ORL,Jump Shot,Center,1,1.0
2,6.4,2,2011-02-13,Visitante,ORL,Driving Layup Shot,Center,2,0.0
2,5.1,2,2011-02-13,Visitante,ORL,Layup Shot,Center,2,1.0
12,4.7,2,2011-02-13,Visitante,ORL,Jump Shot,Left Side,2,0.0
20,3.22,2,2011-02-13,Visitante,ORL,Jump Shot,Right Side Center,2,1.0
14,2.39,2,2011-02-13,Visitante,ORL,Turnaround Fadeaway shot,Left Side,2,1.0
20,2.15,2,2011-02-13,Visitante,ORL,Jump Shot,Right Side Center,2,0.0
38,0.0,3,2011-02-13,Visitante,ORL,Jump Shot,Left Side Center,2,0.0
18,7.24,2,2011-02-13,Visitante,ORL,Fadeaway Jump Shot,Left Side Center,3,0.0
20,1.55,2,2011-02-13,Visitante,ORL,Jump Shot,Left Side Center,3,0.0
12,1.9,2,2011-02-13,Visitante,ORL,Turnaround Fadeaway shot,Left Side,3,1.0
25,5.28,3,2011-02-13,Visitante,ORL,Jump Shot,Left Side Center,4,0.0
8,4.36,2,2011-02-13,Visitante,ORL,Pullup Jump shot,Center,4,1.0
18,3.59,2,2011-02-13,Visitante,ORL,Jump Shot,Center,4,0.0
12,11.2,2,2011-02-14,Visitante,CHA,Jump Shot,Left Side,1,1.0
16,8.27,2,2011-02-14,Visitante,CHA,Fadeaway Jump Shot,Right Side,1,0.0
14,7.34,2,2011-02-14,Visitante,CHA,Jump Shot,Left Side,1,0.0
2,3.42,2,2011-02-14,Visitante,CHA,Driving Layup Shot,Center,1,0.0
21,8.58,2,2011-02-14,Visitante,CHA,Jump Shot,Left Side Center,2,0.0
17,6.32,2,2011-02-14,Visitante,CHA,Jump Shot,Right Side,2,1.0
26,5.1,3,2011-02-14,Visitante,CHA,Jump Shot,Right Side Center,2,0.0
2,4.36,2,2011-02-14,Visitante,CHA,Layup Shot,Center,2,0.0
12,3.9,2,2011-02-14,Visitante,CHA,Jump Shot,Center,2,0.0
25,1.0,3,2011-02-14,Visitante,CHA,Jump Shot,Right Side Center,2,1.0
25,0.4,3,2011-02-14,Visitante,CHA,Jump Shot,Right Side Center,2,0.0
18,0.7,2,2011-02-14,Visitante,CHA,Jump Shot,Right Side Center,2,0.0
20,0.4,2,2011-02-14,Visitante,CHA,Jump Shot,Right Side Center,2,0.0
24,10.4,3,2011-02-14,Visitante,CHA,Jump Shot,Left Side Center,3,0.0
1,9.17,2,2011-02-14,Visitante,CHA,Dunk Shot,Center,3,1.0
18,8.21,2,2011-02-14,Visitante,CHA,Jump Shot,Center,3,0.0
18,11.1,2,2011-02-14,Visitante,CHA,Jump Shot,Right Side Center,4,1.0
22,10.41,2,2011-02-14,Visitante,CHA,Jump Shot,Right Side Center,4,0.0
15,8.36,2,2011-02-14,Visitante,CHA,Turnaround Fadeaway shot,Left Side,4,1.0
2,6.2,2,2011-02-14,Visitante,CHA,Driving Layup Shot,Center,4,0.0
13,11.1,2,2011-02-16,Visitante,CLE,Turnaround Jump Shot,Center,1,1.0
17,8.45,2,2011-02-16,Visitante,CLE,Turnaround Jump Shot,Left Side,1,0.0
8,7.47,2,2011-02-16,Visitante,CLE,Jump Shot,Left Side,1,0.0
19,10.55,2,2011-02-16,Visitante,CLE,Jump Shot,Left Side Center,2,0.0
9,10.5,2,2011-02-16,Visitante,CLE,Fadeaway Jump Shot,Right Side,2,0.0
16,8.48,2,2011-02-16,Visitante,CLE,Jump Shot,Left Side Center,2,0.0
23,6.44,2,2011-02-16,Visitante,CLE,Jump Shot,Right Side,2,1.0
11,4.18,2,2011-02-16,Visitante,CLE,Turnaround Jump Shot,Left Side,2,0.0
15,10.36,2,2011-02-16,Visitante,CLE,Jump Shot,Right Side,3,0.0
4,9.2,2,2011-02-16,Visitante,CLE,Driving Layup Shot,Center,3,0.0
12,7.27,2,2011-02-16,Visitante,CLE,Jump Shot,Right Side,3,1.0
14,4.28,2,2011-02-16,Visitante,CLE,Jump Shot,Right Side,3,0.0
13,2.1,2,2011-02-16,Visitante,CLE,Jump Shot,Center,3,1.0
25,0.44,3,2011-02-16,Visitante,CLE,Jump Shot,Left Side Center,3,0.0
28,0.7,3,2011-02-16,Visitante,CLE,Jump Shot,Left Side Center,3,0.0
22,0.1,3,2011-02-16,Visitante,CLE,Jump Shot,Left Side,3,0.0
19,7.53,2,2011-02-16,Visitante,CLE,Jump Shot,Left Side Center,4,0.0
6,7.22,2,2011-02-16,Visitante,CLE,Jump Shot,Center,4,0.0
20,3.41,2,2011-02-16,Visitante,CLE,Jump Shot,Left Side Center,4,0.0
0,2.18,2,2011-02-16,Visitante,CLE,Driving Dunk Shot,Center,4,1.0
23,1.13,3,2011-02-16,Visitante,CLE,Jump Shot,Right Side,4,0.0
1,0.33,2,2011-02-16,Visitante,CLE,Driving Layup Shot,Center,4,1.0
26,0.26,3,2011-02-16,Visitante,CLE,Jump Shot,Center,4,0.0
24,0.6,3,2011-02-16,Visitante,CLE,Jump Shot,Right Side Center,4,0.0
17,11.46,2,2011-02-22,Casa,ATL,Jump Shot,Right Side Center,1,0.0
18,9.28,2,2011-02-22,Casa,ATL,Jump Shot,Left Side Center,1,1.0
7,6.24,2,2011-02-22,Casa,ATL,Jump Shot,Center,1,0.0
2,4.35,2,2011-02-22,Casa,ATL,Driving Reverse Layup Shot,Center,1,1.0
27,4.11,3,2011-02-22,Casa,ATL,Jump Shot,Left Side Center,1,0.0
19,5.22,2,2011-02-22,Casa,ATL,Jump Shot,Left Side Center,2,0.0
25,9.42,3,2011-02-22,Casa,ATL,Jump Shot,Right Side Center,3,1.0
25,5.9,3,2011-02-22,Casa,ATL,Jump Shot,Left Side Center,3,0.0
18,4.8,2,2011-02-22,Casa,ATL,Jump Shot,Right Side Center,3,0.0
17,2.4,2,2011-02-22,Casa,ATL,Jump Shot,Left Side Center,3,0.0
24,0.2,3,2011-02-22,Casa,ATL,Jump Shot,Right Side Center,3,1.0
10,11.7,2,2011-02-23,Visitante,POR,Jump Shot,Left Side,1,0.0
16,7.41,2,2011-02-23,Visitante,POR,Jump Shot,Left Side,1,0.0
9,5.53,2,2011-02-23,Visitante,POR,Pullup Bank shot,Right Side,1,0.0
10,4.34,2,2011-02-23,Visitante,POR,Turnaround Jump Shot,Center,1,0.0
19,4.6,2,2011-02-23,Visitante,POR,Pullup Jump shot,Center,1,0.0
18,2.4,2,2011-02-23,Visitante,POR,Fadeaway Jump Shot,Left Side Center,1,1.0
8,1.23,2,2011-02-23,Visitante,POR,Fadeaway Jump Shot,Right Side,1,1.0
14,0.4,2,2011-02-23,Visitante,POR,Turnaround Fadeaway shot,Center,1,0.0
3,0.0,2,2011-02-23,Visitante,POR,Running Jump Shot,Center,1,0.0
22,4.44,2,2011-02-23,Visitante,POR,Jump Shot,Right Side Center,2,0.0
19,3.18,2,2011-02-23,Visitante,POR,Pullup Jump shot,Center,2,1.0
24,2.1,3,2011-02-23,Visitante,POR,Jump Shot,Left Side Center,2,1.0
